model_label,stable_image_key,condition_label,image_region,safe,lively,wealthy,beautiful,boring,depressing
Gemini 2.5 Flash,row_2035,CSA,SSA,30,20,10,15,60,70
Gemini 2.5 Flash,row_2035,NAWA,SSA,30,20,5,10,70,80
Gemini 2.5 Flash,row_2035,SSA,SSA,40,30,10,20,60,70
Gemini 2.5 Flash,row_2035,NEU,SSA,30,20,5,10,70,80
Gemini 2.5 Flash,row_2035,ESEA,SSA,30,10,5,15,70,60
Gemini 2.5 Flash,row_2035,LAC,SSA,30,20,5,10,60,70
Gemini 2.5 Flash,row_2035,OCE,SSA,20,10,5,10,70,80
Gemini 2.5 Flash,row_2035,ENA,SSA,20,10,5,10,70,80
Gemini 2.5 Flash,row_2036,SSA,SSA,60,70,20,30,40,50
Gemini 2.5 Flash,row_2036,NEU,SSA,40,60,10,20,30,60
Gemini 2.5 Flash,row_2036,NAWA,SSA,40,60,10,20,30,70
Gemini 2.5 Flash,row_2036,LAC,SSA,40,70,10,20,30,60
Gemini 2.5 Flash,row_2036,CSA,SSA,40,60,10,20,30,70
Gemini 2.5 Flash,row_2036,ENA,SSA,40,70,10,20,30,60
Gemini 2.5 Flash,row_2036,ESEA,SSA,40,60,10,20,30,50
Gemini 2.5 Flash,row_2036,OCE,SSA,40,70,10,20,30,60
Gemini 2.5 Flash,row_2037,NEU,SSA,60,30,20,40,70,30
Gemini 2.5 Flash,row_2037,SSA,SSA,70,40,30,50,40,30
Gemini 2.5 Flash,row_2037,ESEA,SSA,40,30,20,30,60,50
Gemini 2.5 Flash,row_2037,OCE,SSA,60,40,20,50,60,30
Gemini 2.5 Flash,row_2037,CSA,SSA,60,30,20,40,50,40
Gemini 2.5 Flash,row_2037,NAWA,SSA,60,30,20,40,60,40
Gemini 2.5 Flash,row_2037,LAC,SSA,60,30,20,40,50,30
Gemini 2.5 Flash,row_2037,ENA,SSA,60,30,20,40,60,30
Gemini 2.5 Flash,row_2038,NAWA,SSA,60,20,30,40,70,50
Gemini 2.5 Flash,row_2038,CSA,SSA,60,20,30,40,70,50
Gemini 2.5 Flash,row_2038,OCE,SSA,60,20,30,25,70,40
Gemini 2.5 Flash,row_2038,ESEA,SSA,60,20,30,25,70,50
Gemini 2.5 Flash,row_2038,NEU,SSA,60,20,30,40,70,50
Gemini 2.5 Flash,row_2038,ENA,SSA,60,20,30,25,70,40
Gemini 2.5 Flash,row_2038,LAC,SSA,60,20,30,25,70,50
Gemini 2.5 Flash,row_2038,SSA,SSA,70,20,40,30,70,40
Gemini 2.5 Flash,row_2039,NEU,SSA,40,20,10,30,70,50
Gemini 2.5 Flash,row_2039,CSA,SSA,40,20,10,30,60,70
Gemini 2.5 Flash,row_2039,SSA,SSA,60,30,20,40,50,40
Gemini 2.5 Flash,row_2039,NAWA,SSA,40,20,10,30,60,50
Gemini 2.5 Flash,row_2039,ESEA,SSA,30,10,15,20,70,60
Gemini 2.5 Flash,row_2039,OCE,SSA,40,20,10,30,60,50
Gemini 2.5 Flash,row_2039,LAC,SSA,40,20,10,30,60,50
Gemini 2.5 Flash,row_2039,ENA,SSA,30,10,5,20,70,60
Gemini 2.5 Flash,row_2040,SSA,SSA,60,10,20,30,70,40
Gemini 2.5 Flash,row_2040,NEU,SSA,60,10,20,30,80,50
Gemini 2.5 Flash,row_2040,ESEA,SSA,40,10,20,30,80,60
Gemini 2.5 Flash,row_2040,NAWA,SSA,60,10,20,30,70,50
Gemini 2.5 Flash,row_2040,OCE,SSA,60,10,20,30,70,40
Gemini 2.5 Flash,row_2040,LAC,SSA,40,10,10,20,80,60
Gemini 2.5 Flash,row_2040,CSA,SSA,40,10,20,30,80,60
Gemini 2.5 Flash,row_2040,ENA,SSA,40,10,15,20,80,60
Gemini 2.5 Flash,row_2041,SSA,SSA,80,20,70,60,50,10
Gemini 2.5 Flash,row_2041,NEU,SSA,70,10,60,75,40,15
Gemini 2.5 Flash,row_2041,ESEA,SSA,70,10,60,50,70,20
Gemini 2.5 Flash,row_2041,CSA,SSA,70,10,60,75,50,15
Gemini 2.5 Flash,row_2041,OCE,SSA,70,20,60,75,40,10
Gemini 2.5 Flash,row_2041,ENA,SSA,70,10,60,70,50,10
Gemini 2.5 Flash,row_2041,NAWA,SSA,70,10,60,75,50,15
Gemini 2.5 Flash,row_2041,LAC,SSA,70,20,60,50,60,10
Gemini 2.5 Flash,row_2042,NEU,SSA,70,10,20,30,80,40
Gemini 2.5 Flash,row_2042,SSA,SSA,70,30,20,40,60,30
Gemini 2.5 Flash,row_2042,NAWA,SSA,60,20,10,30,70,40
Gemini 2.5 Flash,row_2042,ESEA,SSA,60,10,15,30,70,40
Gemini 2.5 Flash,row_2042,OCE,SSA,60,20,10,30,70,40
Gemini 2.5 Flash,row_2042,ENA,SSA,60,20,10,30,70,40
Gemini 2.5 Flash,row_2042,CSA,SSA,60,20,10,30,70,40
Gemini 2.5 Flash,row_2042,LAC,SSA,60,20,10,30,70,40
Gemini 2.5 Flash,row_2043,NEU,SSA,60,10,40,30,70,20
Gemini 2.5 Flash,row_2043,NAWA,SSA,70,10,40,30,70,40
Gemini 2.5 Flash,row_2043,SSA,SSA,70,10,40,50,60,20
Gemini 2.5 Flash,row_2043,CSA,SSA,70,20,40,50,60,30
Gemini 2.5 Flash,row_2043,ESEA,SSA,70,10,40,30,70,20
Gemini 2.5 Flash,row_2043,LAC,SSA,70,20,40,50,60,30
Gemini 2.5 Flash,row_2043,OCE,SSA,70,10,40,30,70,20
Gemini 2.5 Flash,row_2043,ENA,SSA,60,10,40,30,70,20
Gemini 2.5 Flash,row_2044,SSA,SSA,40,10,15,20,80,60
Gemini 2.5 Flash,row_2044,CSA,SSA,30,10,15,20,80,60
Gemini 2.5 Flash,row_2044,NAWA,SSA,40,10,15,20,80,70
Gemini 2.5 Flash,row_2044,NEU,SSA,40,10,15,20,80,60
Gemini 2.5 Flash,row_2044,ENA,SSA,40,10,10,20,80,60
Gemini 2.5 Flash,row_2044,OCE,SSA,40,10,20,30,80,60
Gemini 2.5 Flash,row_2044,ESEA,SSA,30,10,15,20,80,70
Gemini 2.5 Flash,row_2045,NAWA,SSA,60,30,20,40,50,30
Gemini 2.5 Flash,row_2045,CSA,SSA,60,40,30,45,50,35
Gemini 2.5 Flash,row_2045,SSA,SSA,60,40,30,40,50,30
Gemini 2.5 Flash,row_2045,ESEA,SSA,60,30,20,40,70,50
Gemini 2.5 Flash,row_2045,LAC,SSA,60,40,30,50,40,30
Gemini 2.5 Flash,row_2045,NEU,SSA,60,30,20,35,60,40
Gemini 2.5 Flash,row_2046,SSA,SSA,70,10,20,40,60,30
Gemini 2.5 Flash,row_2046,NAWA,SSA,60,10,20,40,70,50
Gemini 2.5 Flash,row_2045,ENA,SSA,60,30,20,40,50,30
Gemini 2.5 Flash,row_2046,NEU,SSA,60,5,10,30,70,40
Gemini 2.5 Flash,row_2046,ESEA,SSA,60,5,10,30,70,40
Gemini 2.5 Flash,row_2046,CSA,SSA,70,10,20,40,60,30
Gemini 2.5 Flash,row_2046,OCE,SSA,60,5,10,30,70,40
Gemini 2.5 Flash,row_2046,LAC,SSA,60,10,20,30,70,40
Gemini 2.5 Flash,row_2047,NEU,SSA,60,20,30,25,70,40
Gemini 2.5 Flash,row_2046,ENA,SSA,60,5,10,30,70,40
Gemini 2.5 Flash,row_2047,SSA,SSA,60,30,40,20,70,30
Gemini 2.5 Flash,row_2047,ESEA,SSA,60,30,40,20,70,40
Gemini 2.5 Flash,row_2047,NAWA,SSA,60,20,40,30,70,40
Gemini 2.5 Flash,row_2047,OCE,SSA,40,20,30,25,70,50
Gemini 2.5 Flash,row_2047,CSA,SSA,60,20,40,30,70,40
Gemini 2.5 Flash,row_2047,LAC,SSA,60,20,30,25,70,40
Gemini 2.5 Flash,row_2044,LAC,SSA,40,10,15,20,80,65
Gemini 2.5 Flash,row_2048,NEU,SSA,60,20,10,40,70,30
Gemini 2.5 Flash,row_2048,SSA,SSA,60,30,20,40,50,30
Gemini 2.5 Flash,row_2047,ENA,SSA,60,20,40,30,70,40
Gemini 2.5 Flash,row_2048,CSA,SSA,60,20,10,40,70,50
Gemini 2.5 Flash,row_2048,ESEA,SSA,40,20,10,30,70,60
Gemini 2.5 Flash,row_2048,OCE,SSA,60,20,10,30,70,40
Gemini 2.5 Flash,row_2048,LAC,SSA,60,20,10,30,70,40
Gemini 2.5 Flash,row_2045,OCE,SSA,60,30,20,40,60,40
Gemini 2.5 Flash,row_2048,ENA,SSA,60,20,10,30,70,40
Gemini 2.5 Flash,row_2049,NEU,SSA,60,5,10,30,70,50
Gemini 2.5 Flash,row_2049,CSA,SSA,60,10,5,30,70,40
Gemini 2.5 Flash,row_2049,OCE,SSA,60,10,10,30,70,50
Gemini 2.5 Flash,row_2049,SSA,SSA,60,10,20,40,70,30
Gemini 2.5 Flash,row_2049,NAWA,SSA,40,10,5,30,70,60
Gemini 2.5 Flash,row_2049,ENA,SSA,40,10,5,30,70,60
Gemini 2.5 Flash,row_2049,ESEA,SSA,40,10,5,30,70,60
Gemini 2.5 Flash,row_2050,NAWA,SSA,60,10,20,30,70,40
Gemini 2.5 Flash,row_2050,SSA,SSA,70,20,30,40,60,30
Gemini 2.5 Flash,row_2050,CSA,SSA,60,20,30,40,70,50
Gemini 2.5 Flash,row_2050,ESEA,SSA,60,10,30,20,70,40
Gemini 2.5 Flash,row_2050,LAC,SSA,60,10,20,30,70,40
Gemini 2.5 Flash,row_2051,NEU,SSA,70,10,5,20,80,40
Gemini 2.5 Flash,row_2048,NAWA,SSA,60,20,10,30,70,40
Gemini 2.5 Flash,row_2050,OCE,SSA,60,10,30,20,70,40
Gemini 2.5 Flash,row_2050,ENA,SSA,60,10,30,20,70,40
Gemini 2.5 Flash,row_2051,ESEA,SSA,70,10,20,30,80,40
Gemini 2.5 Flash,row_2051,NAWA,SSA,70,10,20,30,80,40
Gemini 2.5 Flash,row_2051,CSA,SSA,70,10,20,30,80,40
Gemini 2.5 Flash,row_2051,LAC,SSA,70,10,5,20,80,40
Gemini 2.5 Flash,row_2051,SSA,SSA,70,10,20,30,80,40
Gemini 2.5 Flash,row_2051,OCE,SSA,70,10,20,30,80,50
Gemini 2.5 Flash,row_2051,ENA,SSA,70,10,20,30,80,40
Gemini 2.5 Flash,row_2052,NEU,SSA,40,10,20,50,60,30
Gemini 2.5 Flash,row_2052,SSA,SSA,60,20,30,50,70,40
Gemini 2.5 Flash,row_2052,NAWA,SSA,40,10,20,50,60,30
Gemini 2.5 Flash,row_2052,CSA,SSA,40,10,20,50,70,30
Gemini 2.5 Flash,row_2049,LAC,SSA,60,10,15,30,70,40
Gemini 2.5 Flash,row_2052,OCE,SSA,40,10,20,50,60,30
Gemini 2.5 Flash,row_2052,ENA,SSA,40,10,20,50,60,30
Gemini 2.5 Flash,row_2052,LAC,SSA,30,10,20,40,60,50
Gemini 2.5 Flash,row_2050,NEU,SSA,60,10,20,30,70,40
Gemini 2.5 Flash,row_2053,NEU,SSA,40,20,10,30,70,50
Gemini 2.5 Flash,row_2053,SSA,SSA,60,30,20,40,50,30
Gemini 2.5 Flash,row_2053,NAWA,SSA,40,20,10,30,70,60
Gemini 2.5 Flash,row_2053,CSA,SSA,40,30,20,35,60,50
Gemini 2.5 Flash,row_2053,LAC,SSA,40,20,10,30,60,50
Gemini 2.5 Flash,row_2053,OCE,SSA,40,20,10,30,60,50
Gemini 2.5 Flash,row_2053,ENA,SSA,30,10,15,20,60,50
Gemini 2.5 Flash,row_2053,ESEA,SSA,40,20,10,30,70,50
Gemini 2.5 Flash,row_2052,ESEA,SSA,40,10,20,50,60,30
Gemini 2.5 Flash,row_2054,NEU,SSA,40,10,5,15,80,70
Gemini 2.5 Flash,row_2054,SSA,SSA,70,30,10,20,60,40
Gemini 2.5 Flash,row_2054,NAWA,SSA,40,20,10,15,70,60
Gemini 2.5 Flash,row_2054,CSA,SSA,40,20,10,15,70,60
Gemini 2.5 Flash,row_2054,ESEA,SSA,30,10,5,15,80,70
Gemini 2.5 Flash,row_2054,ENA,SSA,40,10,5,15,80,70
Gemini 2.5 Flash,row_2054,LAC,SSA,60,20,10,15,70,50
Gemini 2.5 Flash,row_2055,NEU,SSA,40,30,10,20,70,60
Gemini 2.5 Flash,row_2055,SSA,SSA,60,40,20,30,50,40
Gemini 2.5 Flash,row_2055,NAWA,SSA,40,30,10,20,60,70
Gemini 2.5 Flash,row_2055,ESEA,SSA,40,30,10,20,70,60
Gemini 2.5 Flash,row_2055,CSA,SSA,40,50,10,20,60,70
Gemini 2.5 Flash,row_2055,OCE,SSA,40,30,10,15,60,70
Gemini 2.5 Flash,row_2055,LAC,SSA,40,50,10,20,60,70
Gemini 2.5 Flash,row_2055,ENA,SSA,40,30,10,15,60,70
Gemini 2.5 Flash,row_2056,NEU,SSA,70,5,10,30,80,40
Gemini 2.5 Flash,row_2054,OCE,SSA,40,10,5,15,80,70
Gemini 2.5 Flash,row_2056,SSA,SSA,70,10,20,40,70,30
Gemini 2.5 Flash,row_2056,NAWA,SSA,70,5,10,30,80,40
Gemini 2.5 Flash,row_2056,ESEA,SSA,60,5,10,30,80,40
Gemini 2.5 Flash,row_2056,CSA,SSA,60,10,20,30,80,40
Gemini 2.5 Flash,row_2056,OCE,SSA,70,5,10,30,80,40
Gemini 2.5 Flash,row_2056,LAC,SSA,60,5,10,30,80,40
Gemini 2.5 Flash,row_2056,ENA,SSA,70,5,10,20,80,40
Gemini 2.5 Flash,row_2057,NEU,SSA,60,10,5,30,70,40
Gemini 2.5 Flash,row_2057,SSA,SSA,70,30,20,40,60,30
Gemini 2.5 Flash,row_2057,NAWA,SSA,60,20,10,40,50,30
Gemini 2.5 Flash,row_2057,ESEA,SSA,60,10,15,40,70,30
Gemini 2.5 Flash,row_2057,CSA,SSA,60,20,10,40,70,30
Gemini 2.5 Flash,row_2057,OCE,SSA,60,10,15,40,70,30
Gemini 2.5 Flash,row_2057,LAC,SSA,60,10,15,30,70,40
Gemini 2.5 Flash,row_2057,ENA,SSA,60,10,5,20,70,50
Gemini 2.5 Flash,row_2058,SSA,SSA,70,30,20,60,40,20
Gemini 2.5 Flash,row_2058,CSA,SSA,60,20,30,70,40,20
Gemini 2.5 Flash,row_2058,ESEA,SSA,60,20,30,70,50,30
Gemini 2.5 Flash,row_2058,NAWA,SSA,60,20,30,70,50,30
Gemini 2.5 Flash,row_2058,OCE,SSA,60,20,30,70,40,20
Gemini 2.5 Flash,row_2058,NEU,SSA,60,20,10,70,50,20
Gemini 2.5 Flash,row_2058,LAC,SSA,60,20,15,70,40,25
Gemini 2.5 Flash,row_2058,ENA,SSA,60,20,10,50,70,30
Gemini 2.5 Flash,row_2059,SSA,SSA,70,30,40,50,60,20
Gemini 2.5 Flash,row_2059,ESEA,SSA,60,20,30,40,70,30
Gemini 2.5 Flash,row_2059,CSA,SSA,60,20,30,40,70,30
Gemini 2.5 Flash,row_2059,NAWA,SSA,70,20,30,40,60,30
Gemini 2.5 Flash,row_2059,OCE,SSA,60,20,30,40,70,30
Gemini 2.5 Flash,row_2059,NEU,SSA,60,20,30,40,60,30
Gemini 2.5 Flash,row_2059,LAC,SSA,60,20,30,40,70,50
Gemini 2.5 Flash,row_2059,ENA,SSA,60,20,30,40,70,30
Gemini 2.5 Flash,row_2060,NAWA,SSA,60,10,20,30,70,50
Gemini 2.5 Flash,row_2060,OCE,SSA,40,10,20,30,70,50
Gemini 2.5 Flash,row_2060,SSA,SSA,70,20,30,40,60,30
Gemini 2.5 Flash,row_2060,NEU,SSA,40,10,20,30,70,50
Gemini 2.5 Flash,row_2060,ESEA,SSA,40,10,20,30,70,50
Gemini 2.5 Flash,row_2060,CSA,SSA,60,20,30,40,70,50
Gemini 2.5 Flash,row_2060,ENA,SSA,40,10,20,30,70,50
Gemini 2.5 Flash,row_2060,LAC,SSA,60,10,20,30,70,40
Gemini 2.5 Flash,row_2061,OCE,SSA,60,30,20,40,50,30
Gemini 2.5 Flash,row_2061,NEU,SSA,60,30,20,40,60,30
Gemini 2.5 Flash,row_2061,SSA,SSA,70,40,30,50,60,20
Gemini 2.5 Flash,row_2061,CSA,SSA,60,30,20,40,70,30
Gemini 2.5 Flash,row_2061,ESEA,SSA,60,30,20,40,70,30
Gemini 2.5 Flash,row_2061,NAWA,SSA,60,30,20,40,70,30
Gemini 2.5 Flash,row_2061,LAC,SSA,60,40,20,30,50,40
Gemini 2.5 Flash,row_2062,SSA,SSA,70,20,30,40,60,30
Gemini 2.5 Flash,row_2062,NEU,SSA,60,10,20,30,70,40
Gemini 2.5 Flash,row_2061,ENA,SSA,60,40,20,30,60,40
Gemini 2.5 Flash,row_2062,NAWA,SSA,70,10,20,30,80,40
Gemini 2.5 Flash,row_2062,ESEA,SSA,70,10,20,30,80,40
Gemini 2.5 Flash,row_2062,CSA,SSA,60,10,20,30,70,40
Gemini 2.5 Flash,row_2062,LAC,SSA,70,10,20,30,80,40
Gemini 2.5 Flash,row_2062,OCE,SSA,70,10,20,30,70,40
Gemini 2.5 Flash,row_2062,ENA,SSA,60,10,20,30,70,40
Gemini 2.5 Flash,row_2063,ESEA,SSA,60,40,20,30,70,40
Gemini 2.5 Flash,row_2063,OCE,SSA,60,40,20,30,50,30
Gemini 2.5 Flash,row_2063,SSA,SSA,70,60,30,40,50,30
Gemini 2.5 Flash,row_2063,NAWA,SSA,70,40,20,30,60,40
Gemini 2.5 Flash,row_2063,LAC,SSA,60,40,20,30,50,30
Gemini 2.5 Flash,row_2063,NEU,SSA,70,40,20,30,60,30
Gemini 2.5 Flash,row_2063,ENA,SSA,60,40,20,30,50,30
Gemini 2.5 Flash,row_2063,CSA,SSA,60,40,20,30,50,40
Gemini 2.5 Flash,row_2064,NEU,SSA,60,5,10,40,80,30
Gemini 2.5 Flash,row_2064,SSA,SSA,70,10,30,60,70,20
Gemini 2.5 Flash,row_2064,NAWA,SSA,60,10,20,40,70,30
Gemini 2.5 Flash,row_2064,CSA,SSA,60,10,20,40,70,30
Gemini 2.5 Flash,row_2064,OCE,SSA,70,10,20,40,70,30
Gemini 2.5 Flash,row_2064,LAC,SSA,70,5,10,40,80,30
Gemini 2.5 Flash,row_2064,ESEA,SSA,60,5,10,30,80,40
Gemini 2.5 Flash,row_2064,ENA,SSA,60,5,10,30,70,20
Gemini 2.5 Flash,row_2065,NEU,SSA,70,5,10,60,80,20
Gemini 2.5 Flash,row_2065,ESEA,SSA,70,5,10,40,80,30
Gemini 2.5 Flash,row_2065,OCE,SSA,70,5,10,60,70,20
Gemini 2.5 Flash,row_2065,LAC,SSA,70,5,10,40,80,20
Gemini 2.5 Flash,row_2065,NAWA,SSA,70,5,10,60,80,20
Gemini 2.5 Flash,row_2065,ENA,SSA,70,5,10,60,70,20
Gemini 2.5 Flash,row_2065,SSA,SSA,70,10,20,60,50,30
Gemini 2.5 Flash,row_2065,CSA,SSA,70,5,10,40,80,30
Gemini 2.5 Flash,row_2066,NEU,SSA,40,10,5,20,70,60
Gemini 2.5 Flash,row_2066,ESEA,SSA,40,20,10,30,70,60
Gemini 2.5 Flash,row_2066,OCE,SSA,60,20,10,30,70,40
Gemini 2.5 Flash,row_2066,LAC,SSA,60,20,10,30,70,50
Gemini 2.5 Flash,row_2066,NAWA,SSA,40,20,10,30,70,60
Gemini 2.5 Flash,row_2067,NEU,SSA,60,20,30,25,70,40
Gemini 2.5 Flash,row_2066,ENA,SSA,30,10,5,15,70,60
Gemini 2.5 Flash,row_2066,CSA,SSA,40,20,10,30,70,60
Gemini 2.5 Flash,row_2067,SSA,SSA,60,20,40,30,70,40
Gemini 2.5 Flash,row_2067,ESEA,SSA,60,20,30,25,70,40
Gemini 2.5 Flash,row_2067,NAWA,SSA,60,20,30,25,70,40
Gemini 2.5 Flash,row_2066,SSA,SSA,60,30,20,40,50,40
Gemini 2.5 Flash,row_2067,OCE,SSA,60,20,30,25,70,40
Gemini 2.5 Flash,row_2067,ENA,SSA,60,20,30,25,70,40
Gemini 2.5 Flash,row_2068,NAWA,SSA,70,10,20,60,80,30
Gemini 2.5 Flash,row_2068,NEU,SSA,60,10,20,50,70,30
Gemini 2.5 Flash,row_2068,ESEA,SSA,60,10,20,40,70,30
Gemini 2.5 Flash,row_2068,CSA,SSA,60,10,20,50,70,30
Gemini 2.5 Flash,row_2068,SSA,SSA,70,10,20,60,70,30
Gemini 2.5 Flash,row_2068,OCE,SSA,70,10,20,60,70,30
Gemini 2.5 Flash,row_2068,ENA,SSA,60,10,20,40,70,30
Gemini 2.5 Flash,row_2069,NAWA,SSA,60,10,20,30,70,50
Gemini 2.5 Flash,row_2069,CSA,SSA,60,10,15,20,80,50
Gemini 2.5 Flash,row_2069,SSA,SSA,40,10,20,30,70,60
Gemini 2.5 Flash,row_2068,LAC,SSA,60,10,20,40,70,30
Gemini 2.5 Flash,row_2067,LAC,SSA,60,20,30,25,70,40
Gemini 2.5 Flash,row_2069,ESEA,SSA,40,10,15,20,70,60
Gemini 2.5 Flash,row_2069,OCE,SSA,70,10,20,30,70,40
Gemini 2.5 Flash,row_2069,NEU,SSA,60,10,15,20,70,40
Gemini 2.5 Flash,row_2069,LAC,SSA,40,10,15,20,70,60
Gemini 2.5 Flash,row_2070,NEU,SSA,70,10,30,20,80,40
Gemini 2.5 Flash,row_2069,ENA,SSA,40,10,10,20,70,60
Gemini 2.5 Flash,row_2070,NAWA,SSA,70,10,30,20,80,40
Gemini 2.5 Flash,row_2070,CSA,SSA,60,20,30,25,70,40
Gemini 2.5 Flash,row_2070,SSA,SSA,70,20,40,30,70,40
Gemini 2.5 Flash,row_2070,ESEA,SSA,60,10,30,20,80,50
Gemini 2.5 Flash,row_2070,OCE,SSA,70,20,30,25,70,40
Gemini 2.5 Flash,row_2070,ENA,SSA,70,10,30,20,80,40
Gemini 2.5 Flash,row_2071,SSA,SSA,60,30,20,40,50,40
Gemini 2.5 Flash,row_2071,CSA,SSA,40,20,10,30,70,60
Gemini 2.5 Flash,row_2070,LAC,SSA,70,20,30,15,80,40
Gemini 2.5 Flash,row_2071,NAWA,SSA,60,20,10,30,70,50
Gemini 2.5 Flash,row_2067,CSA,SSA,60,20,30,25,70,40
Gemini 2.5 Flash,row_2071,ESEA,SSA,40,10,5,30,70,60
Gemini 2.5 Flash,row_2071,OCE,SSA,40,20,10,30,70,60
Gemini 2.5 Flash,row_2071,ENA,SSA,40,10,5,20,70,60
Gemini 2.5 Flash,row_2071,NEU,SSA,40,10,5,30,70,60
Gemini 2.5 Flash,row_2071,LAC,SSA,40,10,5,20,70,60
Gemini 2.5 Flash,row_2072,SSA,SSA,60,30,20,40,50,30
Gemini 2.5 Flash,row_2072,NEU,SSA,60,20,10,30,70,50
Gemini 2.5 Flash,row_2072,NAWA,SSA,60,20,10,30,70,40
Gemini 2.5 Flash,row_2072,CSA,SSA,60,20,10,30,70,50
Gemini 2.5 Flash,row_2072,ESEA,SSA,40,20,10,30,70,60
Gemini 2.5 Flash,row_2072,LAC,SSA,60,20,10,30,70,50
Gemini 2.5 Flash,row_2072,ENA,SSA,40,20,10,25,60,50
Gemini 2.5 Flash,row_2073,SSA,SSA,30,5,20,15,80,60
Gemini 2.5 Flash,row_2073,NEU,SSA,30,5,10,20,80,60
Gemini 2.5 Flash,row_2073,NAWA,SSA,20,5,10,15,80,70
Gemini 2.5 Flash,row_2073,CSA,SSA,20,5,10,15,80,70
Gemini 2.5 Flash,row_2073,LAC,SSA,20,5,10,15,80,70
Gemini 2.5 Flash,row_2073,OCE,SSA,20,5,10,15,80,70
Gemini 2.5 Flash,row_2073,ESEA,SSA,30,5,10,20,80,70
Gemini 2.5 Flash,row_2072,OCE,SSA,40,20,10,30,60,50
Gemini 2.5 Flash,row_2074,SSA,SSA,70,20,60,50,70,30
Gemini 2.5 Flash,row_2074,NAWA,SSA,70,10,60,40,70,30
Gemini 2.5 Flash,row_2073,ENA,SSA,20,5,10,15,70,60
Gemini 2.5 Flash,row_2074,CSA,SSA,70,20,60,40,70,30
Gemini 2.5 Flash,row_2074,NEU,SSA,70,10,60,40,70,20
Gemini 2.5 Flash,row_2074,OCE,SSA,60,10,50,40,70,30
Gemini 2.5 Flash,row_2074,ESEA,SSA,70,10,60,40,70,30
Gemini 2.5 Flash,row_2074,ENA,SSA,70,10,60,40,70,30
Gemini 2.5 Flash,row_2075,NEU,SSA,70,5,10,40,80,30
Gemini 2.5 Flash,row_2074,LAC,SSA,70,10,60,40,70,30
Gemini 2.5 Flash,row_2075,SSA,SSA,80,10,20,40,70,30
Gemini 2.5 Flash,row_2075,CSA,SSA,60,5,10,30,80,40
Gemini 2.5 Flash,row_2075,NAWA,SSA,70,5,10,30,80,40
Gemini 2.5 Flash,row_2075,OCE,SSA,70,5,10,30,80,40
Gemini 2.5 Flash,row_2075,LAC,SSA,60,5,10,30,80,40
Gemini 2.5 Flash,row_2075,ENA,SSA,70,5,10,30,80,40
Gemini 2.5 Flash,row_2076,SSA,SSA,70,10,30,40,80,20
Gemini 2.5 Flash,row_2076,NEU,SSA,60,10,30,40,70,30
Gemini 2.5 Flash,row_2075,ESEA,SSA,70,5,10,30,80,40
Gemini 2.5 Flash,row_2076,NAWA,SSA,70,5,20,30,80,40
Gemini 2.5 Flash,row_2076,CSA,SSA,60,10,30,40,70,50
Gemini 2.5 Flash,row_2076,OCE,SSA,70,10,30,40,70,20
Gemini 2.5 Flash,row_2076,LAC,SSA,70,10,30,40,80,50
Gemini 2.5 Flash,row_2076,ESEA,SSA,70,10,30,40,70,20
Gemini 2.5 Flash,row_2076,ENA,SSA,60,10,30,40,70,30
Gemini 2.5 Flash,row_2077,NEU,CSA,80,10,20,60,70,10
Gemini 2.5 Flash,row_2077,NAWA,CSA,80,10,20,60,70,30
Gemini 2.5 Flash,row_2077,SSA,CSA,80,10,20,60,70,15
Gemini 2.5 Flash,row_2077,ESEA,CSA,70,20,30,60,50,30
Gemini 2.5 Flash,row_2077,CSA,CSA,70,20,30,60,50,20
Gemini 2.5 Flash,row_2077,OCE,CSA,80,10,20,60,70,30
Gemini 2.5 Flash,row_2077,ENA,CSA,70,10,20,60,70,20
Gemini 2.5 Flash,row_2077,LAC,CSA,80,10,20,60,70,15
Gemini 2.5 Flash,row_2078,SSA,CSA,60,20,10,40,70,30
Gemini 2.5 Flash,row_2078,NAWA,CSA,40,10,5,30,70,60
Gemini 2.5 Flash,row_2078,CSA,CSA,60,10,10,40,70,30
Gemini 2.5 Flash,row_2078,ESEA,CSA,40,10,5,30,70,60
Gemini 2.5 Flash,row_2078,NEU,CSA,40,10,5,30,70,50
Gemini 2.5 Flash,row_2078,OCE,CSA,40,10,5,30,70,60
Gemini 2.5 Flash,row_2078,LAC,CSA,40,10,5,30,70,60
Gemini 2.5 Flash,row_2079,NEU,CSA,60,10,20,40,70,30
Gemini 2.5 Flash,row_2079,SSA,CSA,70,20,10,40,60,30
Gemini 2.5 Flash,row_2079,CSA,CSA,70,10,20,40,60,30
Gemini 2.5 Flash,row_2078,ENA,CSA,40,10,10,30,60,50
Gemini 2.5 Flash,row_2079,OCE,CSA,70,10,20,40,60,30
Gemini 2.5 Flash,row_2079,ESEA,CSA,60,20,10,40,70,30
Gemini 2.5 Flash,row_2079,NAWA,CSA,60,10,10,40,70,30
Gemini 2.5 Flash,row_2079,LAC,CSA,70,20,10,40,60,30
Gemini 2.5 Flash,row_2080,SSA,CSA,60,40,30,50,40,20
Gemini 2.5 Flash,row_2080,NEU,CSA,60,40,20,50,50,30
Gemini 2.5 Flash,row_2079,ENA,CSA,40,10,15,30,60,40
Gemini 2.5 Flash,row_2080,OCE,CSA,60,40,30,50,40,20
Gemini 2.5 Flash,row_2080,NAWA,CSA,60,40,30,50,50,30
